segmented_commentText,Label
"و الله انت وا شعب فاضي
",N
"و الله انتواا ا مريض ين و مقهووور ين من ال قيصر
",P
"و الله انتى مراه فى منتهى ال قرف الله ي قرف ك و ي قرف تربي ت ك ال وسخه و بعد ين ال عيب مش علي كى ال عيب على اللى ب ي ستضيف وحد ه شمال زيك و ي فرض و علي نا و على ولاد نا رب نا ي بنت قم منكو
",P
"و الله انتى ال غلطان ه يا احلام جنج مخبل ه
",P
"و الله انتى بنت كلب
",P
"و الله انتى طيب ه و عند ك قلب طفل بس صعب ي ه شوي ه و لكن انتى قيم ه و قام ه
",N
"و الله انتى كذاب وان ا شخصين اكره ك
",P
"و الله انتى كل صوت ماعند ك وكل ادب و اخلاق ماعند ك
",P
"و الله انتى و سخ ه
",P
"و الله ان ك بقر ه
",P
"و الله انك ذيب و استمر انت ه ل هم بل مرصاد 😍
",N
"و الله انك كفوو اللى ضرب ه عشان سبت عائش ه رضى الله عن ها💖💪💪كفووو
",N
"و الله ان ه ديوث و سافل و منحط زى ال بقر ه ال مريض ه نفسي ا التى جالس ه جنب ه . الله ي لعن ه و ي لعن ه و ي حرق هم جميع ا حثال ه ال عرب . عالم زبال ه و الله و الله و الله احلام و من مع ها من فنانين حمير . . هذى مسترجل ه و الله مسترجل ه ال بن ات ي خاف ون من ها . غول ه او غورل ه شكل ها ب لمكياج الذى بسوي ه . . .
",P
"و الله ان ه ل ي وجع نا حال كم اي ها ال سور ين . . . اللهم انصر اهل سوريا . . ال هم احفظ هم ب عين ك التى لا ت نام . . اللهم انصر هم ب عز ت ك و جلال ك و جبرو ت ك و قو ت ك ياحى ياقيوم . . يا من حرم ت ال ظلم على نفس ك ف كيف ب عبد ك . . . لا حول و لا قو ه ال ابالله . . . سوداني ه
",N
"و الله ان ها اتخوف ال عيال
",N
"و الله ان ها ت ضحك و علني ت ها زى ال طفل ه ال صغير ه لكن احينا ت تحمس زياد ه عن ال لزوم
",N
"و الله ان ها كتير منيح ه انا بحب ها هاى ال مره
",N
"و الله ان ها ل من ت تكلم انحرج😳😳😳
",N
"و الله انى لو مكان ها و وحد ه ت رسل ل زوجى صور ها و ت ريد ت سحب ه ال ها من جوا عال خاص اسوى اكثر من اللى سو ت ه مريم ✋ اكيد ال غلط ع روان . . و ب ال نسب ه ل مريم مااعرف ل يش هالكد ت كره و ها حال ها من حال اى ف نان ه ثاني ه ت ريد تنشهر 😕 شنو ال غلط اللى بي ها صح اكو كم ف ي ديو ال ها تاف ه او ب لا معنى بس انى صراح ه مااكره ها . . عادى ي عنى ال بني ه ت متلك جمال ماشالله علي ها و انوث ه و ت عرف ال عرب ت شتهر عد هم هيج مواصف ات و ت ستعرض ب نفس ها حال ها من حال كول بقي ه ال فنان ات
",N
"و الله اول واحد شكل ه ي وحى انو هو مقهور و وغيور من نجاح كاظم ههههههههه ه
",N
"و الله ب ايخ ه انتى و فاشل ه كثيرر هههه ه
",P
"و الله بدي ت اكر ه ال ملك ه
",N
"و الله ب رديس شكل ها زى ال قرد اصل ا و صوت ها زى ال رجال ه و كل ها على بعض ها تقرف
",P
"و الله بل اساس انتم يا عرب ت ضوج ون من ال عراق و من كاظم ال ساهر
",N
"و الله بل و ه شبيج صاير شفيف ه كليش مع ال سف انتى ف نان ه
",N
"و الله بيناقص من ها رايح ي تهنا من ها ال برنامج و ي كون واحل ا .
",N
"و الله تبون ال صراح ه . . . ب دو ون زعل انا من يوم كن ت طفل و اشاهد ال سينما ال مصري ه من ابيض و اسود ل ايوم ك هدا كل ه ف جوور و تعرى و بووس و ي مكن قبل فى ل قطات اكثر خش ون ه من هل ال زمان و بعض ال لقط ات مات نعرض فى ال قنوات ال فضائي ه من كثر ت سخو ون ه ال مشهد . . مع ممثل ين كبار فى ال ساح ه ال فني ه من هم عادل ال امام و غير ه ف نانين . . . . ال خلل فى ال ادار ه ب شكل عام ال مصري ه مبنى على هل ال اساس ماراح تفرق كثير فى هدا ال جيل و لا ب كون غريب علي ه هل ال مشاهد من هد ه ال مغني ه . . . .
",P
"و الله ت حس حسن نصر الله الى ي تكلم بل اخير بس اتفق مع ه كثييييير صح ضاع ال فن و بعد ين ل يش نانسى ت جلس مع احلام عيب ي اخى نانسى خافى عبن ات ك هادى مش حرم ه و لا رجال هادى ل س ه ي بحث و ايش نوع ها و عجز ال علم عن تحديد نوع ها لاكن جارى ال بحث بس اوعى منيح منيح اى نانسى ههههههههه هااااااي
",P
"و الله تخس ون كل كم ترح ون ف د و ه ل حذاء ال استاذ كاضم ال ساهر لان ال ه قاعد ه جماهير ي ه عريض ه تغار ون من عند ه ل ان هو ال جمهور ي حب ه و انتو شله ف نانين ف اشل ين
",P
"و الله ترح ون ف د و ه ل صوت ه ل كاظم ال ساهر كل هم و هابي ه حقودد ه هه
",P
"و الله ت روحو فد و ه ل اابو وسام ال ذهب
",N
"و الله تستاهل الى ي عمل و في ها راغب
",N
"و الله تعب نا كل واحد ي قول انا اللى صنع ت ه ل ك على عيرى ان ت و صناع ت ك ال تقليد ! كس ام كم حاقد ين علي ه لان ه نجح
",P
"و الله جيبو اى حاج ه تافه ين
",P
"و الله حاب صدم تحسين اشرف منك
",P
"و الله حال ه استغفرالله ب طل وتحج ون ع عالم كل واحدحرب تصرف ات ه كل واحدحرب نفس ه ماكوداعى ل ل حجى زايدبطلو
",N
"و الله حرام اضيع من وقتى حت ه لو ثوانى ع هاى ال خبل ه
",P
"و الله حرام تمساك مايك احلام
",N
"و الله حرام ت نسجن
",N
"و الله حرام ات ال رجال بي ه
",N
"و الله حرام ات ضيع ت وقتى و دخل ت ي دوخ ون ه ب هل سوالف
",N
"و الله حرم للى ت حكى على احلام هى انسان ه محترم ه و بريئ ه
",N
"و الله حزنان ه علي ك و على اشكالك يا حرام مو طايل لا ذكر و لا انثى هههههه ه
",N
"و الله حسيي ت كل جسمى ي وووووجعنى لما شف ت ال منظر هذا ما اقووو ووووول ال ا ك سسسسسسى نااااار
",P
"و الله حق هم ل ان كل هم عاوز ين و لو كلم ه مديح او همس ه حنان من كاظم . . . اييييي ه ي كاظم كل ها عاوز ه عطف ك و حنان ك
",N
"و الله خابص ين نفس كم ال شهر ه شهر ت هم ال فلوس ال ياخذ ون ه ت نفع هم وهم ه ال مستفاد ين و ال مشاكل مشاكل هم و الله سبحان ه راح ي حاسب هم هم ه شدخل ن ه بي هم نار هم تاكل حطل هم ب ال طقاق
",P
"و الله خبل ه هاي
",P
"و الله خزيت و نا ال برنامج عالمى ما صار بي ه مشاكل مثل ال برنامج ال عربى و كل واحد ي طلع ي هزاااثانى و ي خسر من ال ثانى ارتقو شوي ه
",N
"و الله خسار ه فلوس
",N
"و الله خطي ه هاي ه احلام مريض ه
",P
"و الله دماغ كم فاضي ه - رب نا ي ستر ها علي نا يا رب - لا حول و لا قو ه ال ا ب الله ال على ال عظيم
",N
"و الله دى وحد ه معقد ه
",N
"و الله رب نا ي حفظ ك م ب تجامل خالص رب نا ي تولاك ب رعاي ت و
",N
"و الله رقم 3 مااشوف ها اثار ت ب لبل ه ب ال عكس حكت ال صراح ه و مشكل ت نا ال حقيقي ه هى ال اديان فعل ا راح ي وصل و مرحل ه انو ي عاتب و الله لان خلق نا هال شكل
",N
"و الله زبال ه يا احلام قال ملك ه هههه ههخخخهههخخ
",P
"و الله زبال ه هل بنت
",P
"و الله سبب مصايب ال دول ال عربي ه هذو ال فاجر ات مهما كان ت جنسي ت هم حتى ال ناس رجعو ي تقاتلو و هما ي دافع و علي هم الله ي هدى ما خلق
",P
"و الله ست غبي ه و فقير ه ال عقل الله ي صل ها
",P
"و الله شايف ه نفس ه ه شوف ه انتى شنو من ال بين علمود ت نتقد ين ال فنان ين و انتى شنو عود متخرج ه كلي ه ال شريع ه ال اسلامي ه ل عد انتى متخرج ه من هاى ال كلي ه اشوداج على ال غناء و ال فن كل ه حرام ب حرام و ين راح اتروحن من الله
",N
"و الله شرفاء ال شعب ال مصري
",N
"و الله شف ت ها صور ه شعر ها مد هن و خنافر و جسم ها جسم مراهق و لابس ه قفطان مال هم قديم و خايس و ترقص يم ال خرفان ب خيام يامام ا انتى راقص ه دنار ين ي سون علي ك حفل ه من ين اوربا ههههههه هعععع ت سفير سياحى 😂😂😂😂
",P
"و الله شكل ها مز ه مر ه
",N
"و الله شمس مش ف نان ه . . حق ت افلام سكس
",P
"و الله شيسوى الله بعد بين ه هس ه جن ه مدرى جنه ه مدرى شكول جنه ه قرد مستهتر
",P
"و الله صدك مااذيتى راغب لكن طيب ه قلب ك ان ال سبب و نيشان راغب ى ماعند ه ثق ه ب نفس ه و غيور و نانسى مثل ه فقط حين اخلاق ه خلو
",N
"و الله ضحكنى 😀😀😀
",N
"و الله طاح حض ه ب هل ف ديو ات
",N
"و الله طيب ه
",N
"و الله ظاغط هم
",N
"و الله عجبنى كلام طونى خليف ه و كلام ال متصل ات اللى مع وائل ال ابراشي
",N
"و الله عجيب ه ي عنى ال عرب كل ه بكت على صدام ل عد منو غدر ب صدام و ال عراق امريكا ي هو ساعد ه على احتلال ال عراق
",N
"و الله عمر سايم ون ماكعد ثانى واحد و دائم ا ي كعد ال اول لان ه رئيس ال لجنه بس احلام تبقى غبي ه
",P
"و الله عند ك حق يا مريم فى كلام ك عن بنت ال مغرب ال كل شايف ان ها خطاف ه رجال عن دون ها و ال كل ي هجم ها صبحان الله مع ال علم ان جميع نساء ي فعل متله ون
",N
"و الله عيب
",N
"و الله عيب
",N
"و الله عيب ال كلام على ال ناس و عموم ا ال وسط ال فنى كل ه لا ي رضى رب نا
",N
"و الله عيب بيو هاى جني
",N
"و الله عيب على رجال ال وطن ال عربى ي خل ون ال عاهرا ه ت تكلم ب ال سياس ه وهم حد معرف ت هم ب ال حياه من سرير الى سرير و ال حين ي تكلم ون ب ال دين و ال سياس ه و ال دول و ي عرف ونى هذه صح و هذه غلط هل سياتى ال وقت الى ن مشى وراء ال عاهراه و ال عيب ال اكبر من ال اعلان الذى ي اتى ب ال عاهراه و ي سال هم عن ال سياس ه هذه من فشل كم و دليل ان كم ناس غبي ه و حاب ين بس ت شعل ون ال فتن ه بين ال ناس ي سلم ايد الى ضرب ك ب ال طفاي ه الله ي حمي ه و ي حفظ ه
",P
"و الله عيب علي ك و مو وطنى انت ه ي اكاظم ال ساهر و لك اغني ه وحد ه مانزل ت . ل ل حشد لو مظغوط من ه ف نانين كبار و مشهور ين كل هم وقف وا مع ال حشد و انت ه كاظي ها حب و غرام و دلع سوف ي كتب ال تاريخ ب ان ك عراقى فقط فى ال اسم
",N
"و الله عيب . . . انتى لو ما فراش ال منتج ين و ال ملحن ين ماكى ف نان ه . . . انتى مكان ك فى ال ملاهى يا سيد ه ال طرب ها ها ها ها
",P
"و الله غلط
",N
"و الله غيران ين وضعي ين انتم قدام ال قيصر و لاشيء
",N
"و الله غير ه من كاظم ال ساهر انا اظن ه احسن فنان فى هذا ال زمان
",N
"و الله غير ه و حسد ورح ي ضل كاظم كبير كم شو ما حكي ت و . I love you kadem
",N
"و الله فعل ا ي لى ب دافع عن ها انو عاهر زي ها هاى ال عاهر ه ال حقير ه من اكبر مؤيد ين ب شار ال سفاح الله ي نتقم من ها و من سيد ها ب شار
",P
"و الله فنان ات ل اشكل و لا منظر و لا صوت ب دون مكياج تقرف ت نظر ل هم و لا اى حد عجب هم لا حول و لا قو ه ال ا ب الله
",N
"و الله فى اكتر من حد ماعرفت و غير هون بس ي عنى اذا هدلول الى ب نسب و و بنلعنو و مكروه ين و بندعا علي هن ل شو ب تنشر و هن ل كتر و اكتر ؟ بس مشان ت زيد و مشاهد ه
",N
"و الله فى هاذى ال دنيا ما ت فهم شى ههههه ه تشوف انسان ت قول محترم ت سمع عن ها ت قول ال عكس هههههه ه
",N
"و الله قبل كن ت نوع ا ما اشفق عليج و اقول عنج طيب ه لكن من حكيت ال يوم عن راغب الى هو تاج راسج كرهتج يارب ت موت ين و تخلص ين ال ناس منج . . ي احقير ه تستاهل ين ال كره و ال غلط
",P
"و الله قندر ه كاظم تسو ه راس كم . . . هو اول فنان عربى ي وصل ل ل عالم ي ه . . . داوصل وا مثل ه و بعد ين احجوا . . . . . هههه ه لا و ال احلى شى صار ت ال كويت هى ام ال فضل علي ه ل كاظم و بداي ه شهر ت ه ل ل عرب ي ه هه ه و الله يا الله . . . .
",P
"و الله كاظم ساهر ي سوا كم كل كم
",N
"و الله كاظم قيصر ب اخلاقو هو كان ي عيل عايل تو و دير تو اغاني ه نظيف ه اكتر ها قصايد كل هاذول غيران ين ل انو مالو علاق ات فى ال وسط ف ي عتبر و ه متكبر . ارضاء ال ناس غاي ه لا ت درك
",N
"و الله كلام ه صح عن ال دين بس ي هو ي فت هم
",N
"و الله كلام ه صحيح عن شمس
",N
"و الله كلام ها صح ب صح
",N
"و الله كل كم تغار ون من كاطم لان ه احسن من كم ت حياتى ل ل قيصر من كوردستان
",N
"و الله كل ه على كلو ف سوق
",P
"و الله كل هم غيراني ين من كاظم 🤗🤗
",N
"و الله كل هم ف اشل ين و لا واحد ي ستاهل وبى خير كل هم فشل ه
",P
"و الله كل هم ماي وصل ون ل ظفر كاظم غيران ين من عد ه اصل ا هو فخر ال عراق
",N
"و الله كل هم ي غار ون من كاظم لان تاج راس هم و ي رحول ه فد و ه حقراء
",P
"و الله كون ب ل عراق . هاذ ه . ل فلش ت دماغ ه ه ب لارض
",P
"و الله ل ان كم مبعوصي ين من كاظم كام ي اهو ال يجى ي كول احن ه فضل ن ه على كاظم ، عذر ا ل ل كلم ه بس انتم ال عرب ل اخير في كم ل ل اسف فقط ل ل نفاق انتم ب ال قمه . اما عن مدين ه ال نداء او ما ت سمى ( كويت ) انتم ليس ل كم فضل على اى عراقى . . ف ل اتصير ون رجال ب راسن ه
",P
"و الله لا صوت و لا جسم و لا احترام فى ال معاقه دى ملامح ها زاى راجل ل ت كون متحول ه جنسي ا الله ي ستر
",P
"و الله ل اخليجى ، و لا لبنانى ت عرف ت حجى ، اصل ا مصخر ا ال بقر ه
",P
"و الله ل تخلف ال عرب ان هم مستعد ين ل حرب ضروس ، جماع ه ت نتصر ﻻحﻻم و اخرى ل راغب ، على راى ال مصر ين ي ولع وا ب كاز هما اﻻثن ين .
",N
"و الله ل عبان نفسس امل ال عوضى احلى منك يا متحوول انت ه ت شبه ال خنزير هههه ه هم ه هلكر و ه ل ان ك خرب ت جميع ال سوشل ميدي ا انتى مخنث اوووو ( cry ) و ووف من ها ال بشرررر
",P
"و الله ل ل اسف ياري ت ي عطا ها شوي ت فلوس و تندلف ع وجوه نا لان ه ال حق لا شكل و لا منطق و لا احترام ل ل ناس ل معاها و لا ال مشاهد ين ب شكل ها . ب الله علي ك كم حاط ه من وزن فوق وزن ك من ال مكياج و ال ازواق باش ع ال اقل اهو ل معوك كد ما قدرو ؟ ؟ ؟
",P
"و الله لما قال ت صوت ن نانسى مخل
",N
"و الله لو ان صدام حسين رحم ه الله ل قطع راسك بس على كلم ه ال عراق لا حول و لا قو ه ال ا ب الله
",N
"و الله لو انا مع اللى ظرب و ها ل اشوه وجها اكثر ماهو متشوه ال مخرف ه تف علي ها
",P
"و الله لو ترحين ت شتغل ين خدام ه احسلج باذه حلكج منهول ه 😜😜
",P
"و الله لو تشوف و ال عراق و سوريا و ليبيا كيف صارو ل تبكو دم على عم ب يصير ب عهد سقوط هم مهما ي كون ب ظلو احسن من حكم ال كفار و ال تدخل ال خارجى و ال فتن ه و ال حرب ال اهلي ه و ال دواعش
",N
"و الله لو تطبخ ما اكل من ايد ها
",N
"و الله لو عندى ال سلط ه سحب ت املاك ها و بشوف هل ت قدر ت طرد احد او ت رفع صوت ها ع اى مخلوق كان
",N
"و الله لو ما كن ت وا شايف ين نفس كم اقزام تحت ارجل ال عملاق كاظم ال ساهر ماكنت وا اظهرت وا غضب كم و غير ت كم عل نا ربى ي جعل حبيب ال ملايين كاظم ال ساهر شوك ه فى عيون اقزام ال فن استمر يا شمس ال عرب اغيظ هم اكثر ب نور ك 💋
",P
"و الله لى ي حجون علي ه كل هم ي غار ون من ه و ثانين شو اى شخص ي كلول انى طلع ت ه شكد كذب ين لان نسان رائع و شخصي ه و خلاق كل هم كامو ي غار ون
",N
"و الله لى ي حجى على احلام ي غار منه ه لان احسن من ه
",N
"و الله ما اعرف شنو سال فت كم انتم ب كلشى ادخل ون ال سن ه و ال شيع ه لو مشكل ه عند ال يابان ت صير ت كول ون سن ه و شيع ه اوﻻ و ثاني ا احلام مصدك ه روح ه ال ملك ه مع ان ه نست اصل ه هي ه شنو هاذى كان ت طكاك ه ل يش ال واحد ي تنكر لئصل ه ي عنى و راغب احسن من ه ب هواى ف نان عندو اخلاق متواظع
",N
"و الله ما ت جون تراب الى ي مشى علي ه كاضم
",P
"و الله ما تستاهل كلم ه ملك ه اصل ا هي ه سم ت نفس ها ملك ه
",N
"و الله ما ف تهم ت . . . . ن ضال ال احمدي ه ت قول احنا عمل ن ه كاضم ستار و جورج و سوف ي قول احن ه عمل ن ه كاضم ستار و هاى ال كويتي ه هم تكول احن ه عمل ن ه كاضم ستار ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟
",N
"و الله ما في ه بقر ه احلى منك يا احلام و لو لا ال مكياج ل كن ت بقر ه عادي ه و تقارن نفس ها بنانسى عجرم هاهاها ها
",P
"و الله ماتعرف ت تكلم ال فرخ ه
",P
"و الله مادرى شنو اكول ؟ ؟ ؟ ؟ ل احول و لا قو ه ال ا ب الله بس
",N
"و الله ماضحكنى غير صباح ال لامى عبال ه هو فنان و الله حتى مانسمعل ه اغانى ووائل جسار شنو هل شهر ه ال عندك و تنافس ال قيصر و نبيل شعيب بعد ه عايش عبالى مات ههههههههه ه
",N
"و الله ماعارف ه راغب مسمين و سوبر ستار لي ه ؟
",N
"و الله ماعرف اتكلم ب طريق ت ه فى ال اغراء انا ارجل من ه ي ل هوى ي ل هوى هههههههههههههههههه ه
",N
"و الله ماعرف شعلق بس راح احكى و حكى ي وجع ابصراح ه اى شخص طلع من ال عراق صار ب راس ه حض هاى وحد ه . و ثانى شيئ ال نضام ال سابق غسل . كوم ه اوجوه ي عنى ضهور و ووووو خلين ه ساكتين 👍👍👍👍👍👍👍👍👍👍👍
",N
"و الله ماعرف شقول ، بس كان ال قنوات ال مصري ه متعمد ه تسويل ها شو و ت ظهر هاى ال نماذج اللى ت خرب عقول ال مراهق ين و ال رجال : ) الله ي هدي ها و ي هدى ال جميع
",N
"و الله ماعرف نا هو نجاح ه فى ال كويت و لا فى لبنان
",N
"و الله ماف ت هم ت هى لبنان ي ه مصر ي ه خرب خلق تج هم حاسب ه روحج مر ه وجهج جن ه بسطال جندى عراقى ترحين فد و ه ل ل بصطال خرب بستايلج ي انعج ه امد ه ال فلوس صار ت ب يدج
",P
"و الله مافحالى اكمل باقى ال مقطع معليش ، شكر ا ل صاحب ال قناه ❤️❤️
",N
"و الله ماكو فنان تاف ه غير ك ان ت ب مب ه ال امي
",P
"و الله مانفخ ال بنانين غير ال خليج ين ال متخلف ين و ل اراغب وطق ت ه حد هم حق ين مطاعم شورم ا عند نا
",P
"و الله مانكر ه ال ا اشكال ك اصلب ي ه طقاق ه قحب ه شرموط ه
",P
"و الله محبوب ه
",N
"و الله محد ي سمع ه هاى ال عوب ه انتى و ين و راغب و ين انتى صوتج مثل ال حمير \ \ و راغب صوت ه عسل عسل
",P
"و الله مخبل ه هاى شاخط ه
",P
"و الله مريم حسين رخيص ه و قاعد ه ت حاول ت سوق ال شرف على امنا
",P
"و الله مصخررر ه ههههههههههههههههههههههه ه
",P
"و الله مضغوط ين
",N
"و الله مضغوط ين ل و تموت ون متكدر ون اشوه ون صور ت ال قيصر و نتو اهل ال كويت هوانتو من ي سمع كم هو ه انتو كلام كم مال همج و الله واحد اشيحجى مضغوط ين
",P
"و الله مضغوط ين من ه عمى ملك كاضم و نص ال حجى ال حجوه جذب لاهم ه سوو ه و لا شى هو ه نجم و شتهر ب صوت ه ال حلووو و خرب و ال حسين صعد ت عندى ال غير ه من سمع ت هم هيج ي حجون خرب دين هم . . . . . .
",P
"و الله مظغوط ين من ال ملك ه احلام و راغب مظغوو وووط من ه و من ثرو ت ه و شهر ت ه استايلج ي جنن حبيبتى استمرى و اظغطي هم 😚 انا عراقي ه و افتخر ب احلام
",N
"و الله من اكثر ما ت سب ت مسبات شفق ت علي ها هى تحمل ت كثير اي ه يا ست انتى معند كش عز ه نفس و كرام ه كنتى ت سيبى ال برنامج و ت هجى منو على ال اقل كنتى فرضتى احترام ك على ال ناس انتى احساس ك مخدر انا زعل ت علي كى ب جد الله ي كون فى عون ك و ال كليب فاضح ب اتم معنى ال كلم ه لكن ه ل اي عرض بيكينى ك هيفاء او قبل ات ك سعاد حسنى ب صراح ه لا اجد مبرر ل شد ه وقو ه ال هجوم علي ها هى ب ردو انسان ه و ل ها كرام ه ان غلط ت ربنا ب يحاسب ها مش ال عبد حقيق ه ال فضيح ه على ال ملاتقصم ال ضهر ب رديس اتمنى انك ت ظهرى ب شكل اقل عرى معلش . ن رم ين ال جزائر . مصر بلد ال ابطال و بلد ال علماء و ال غلبان ين و ماتمثل همش فئ ات زى هاذي
",N
"و الله من ال زحلاوى اللى ت قرب في ه بنت ال عبيد
",P
"و الله من قرب ت ال كامر ا وجه ها خف ت و الله ي مكن هذه رجال و عامل عمل ي ه تغيير جنس . . . . حديث مطابخ و تشم من حديث ها رائح ه ال بصل و ال كرفس و ال ثوم . . .
",N
"و الله من كلام احلام احس ان ها شاذ ه
",P
"و الله نااااس امراض كل هم كل واحد ي قول انا صنع ت ه واح نا اطلق نا ه و كل هم تافه ين
",P
"و الله نتف وا جبه ت ها رايح جاى !
",N
"و الله ها ال فنان ه لاهى ف نان ه و لا في ها اثر ال فن ال ناس ت رتقى فى ال برامج و عرب اي دل ي رجع ل لورا ب احلام صراح ه ال برنامج صار مخيس ب سبب ااحلام
",N
"و الله هاد شو هو جنس ها و شو دين ها جزائر ي ه و افتخر ال حمد ل له ان ت ما تشرفى انك ت كونى لا مغرب ي ه و لا خليجي ه و لا عراقي ه اشترك فى قناتى شكر ا
",P
"و الله هاى اكبر بقر ه ابى نعال ابى نعال ابدال ابى كنتاكي
",P
"و الله هذا من ال غير ه الى في كم ت قول ون كذا عن ال قيصر ل ان كم ماتقدر ون توصل ون للى هوا في ه و ل ابتوصلو
",N
"و الله هذه ال بنت مغروور ه ب زااف انا اعرف ناس ال سعود ي ه ناس طيب ين ب زاف و الله مجنون ه خص ها طبيب نفساني
",P
"و الله هذول الى حجو ع ال قيصر كل هم مضغوط ين من ه ل يش ل انو ف نان راقي
",N
"و الله هذى ال اشكال هى نتيج ه ال تحرش ال جنسى ب ال اطفال و لما ي كبر بصير مخنث ل ل اسف الله ي هدي
",P
"و الله هذى ما نفتخر في ها ت كون عراقي
",N
"و الله هس ه اكسر راسج ام شعر ال ازرق ت شبه ين نعال ابو اصبع
",P
"و الله و صار لسان ل دول ه ال فرع
",N
"و الله و آلله ي غار ون من ال قيصر كاظم ساهر لان صوت ه احلى صوت بل عالم
",N
"و الله و ال طقع ه فى رغد ه انا شف ت ل ها افلام اباحي ه كثيييييير
",P
"و الله و الله غيران ه و ال غير ه راح تطك من وجه ك وش جابج انت على ال ملك ال سوبر ستار راغب علام ه ملك ال احساس و ال اسلوب و من بعد ه ارب اي دل صار خرب اي دل و ب ال عافي ه عالبوم ه
",N
"و الله و الله و الله كل كلام هم دليل عل ال غير ه
",N
"و الله وان ا ما شف ت شئ ب لبل ه يا ل موضوع و رقم 1 كان حكيم حلو انا متعود ه آخر واحد اكبر هم و هي ه آخر هم بين عن احترام ه جمهور ه
",N
"و الله وجه ه نظر مش اكثر لحط ه مريم حسين متغير ه صاير ه جدي ه شوى هكى شخصي ت ها احسن احس ها طبيعي ه قبل ت تصنع و اااااااجد و صراح ه كلام ها فى بعض ال احيان عجبنى . . . . لو وحد ه بعت ت خطيب ك او زوج ك عال خاص مثل موضوع روان شنو موقف كم ب ال نسب ه ليا مش عارف ه ل انى مش متزوج ه او مخطوب ه بس انا غيور ه جد ا ممكن اندير اكثر من مريم . . . و تحي ه ل ل وطن ال عربى فرد ا فرد ا
",N
"و الله وحد ه خبل ه . . . .
",N
"و الله و لا مر ه سمع ت احلام ت تحدث فى برنامج ال ا و جرح ت فى ف نان هدا انما ي دل على ضعف ها و عدم ثق ت ها ب نفس ها و لا مر ه تذكر ه شى اغني ه ل احلام اكتسح ت ال ساح ه ال فنيه راغب عند ه تاريخ كبير فى ال فن ال عربي
",N
"و الله يا احل ا انتى اسباب ك تافه ه جد ا و بصراح ه راغب ب يعز ك جد ا و انت وا حسرت وا راغب فى ال موسم ال ثالث ده راجعى نفس ك كويس و متخسريش اصحاب ك
",N
"و الله يا احلام انتى ملك ه و مصر كل ها ب تحب ك
",N
"و الله يا احلام تبق ين ب عينى زبال ه مشتمع يا فاشل ه
",P
"و الله يا احلام قرات قول ل لامام على علي ه ال سلام و تذكر تج بى صدك ي نطبق عليج : لا ت عاشر نفس ا شبع ت بعد جوع فان ال خير في ها دخيل ، و عاشر نفس ا جاع ت بعد شبع ف ان ال خير في ها اصيل . ما اجمل ها من حكم ه لكن ال لذى ي نطبق علي ك هو ال جزء ال اول .
",N
"و الله يا صاحب ال فيدي وا انك احترف ت ب اهذ ال فيدي وا و بدى منك طلب ت عمل هاذ ال فيدي وا بلغ ه ال انجليزى صح صح صح
",N
"و الله يا عمى كاظم ال ساهر ف نان عالمى . صحيح انى اكر ه و اكر ه اغاني ه ل ان ما احب هاى ال اغانى فقط اسمع سلمان منكوب 😛بس ما ي جى واحد اضبط من ه و هذول ه كل هم مضغوط ين . . عفي ه علي ك ابو جواد داعس هذول ه ال بعران
",N
"و الله يا مصر ان كم رجال انتو رجاااااااااال
",N
"و الله يا نيشان في ك انوث ه اكتر من ها هههههههههههههههههههه ه
",P
"و الله ي ااحلام انتى مدرى وش اعبر عنك بس انتى انسان ها غريب ها جد ا نفسى اعرف وش الى في ك ب ضبط انتى تبين راعب ي دلع ك زى نانسى طيب ل يش ماعند ك زوج عيب اذا ماعطا ك وجه ل اتزعل ين من قال ك تجيب ين نانسى مع كم راح ت علي ك *
",N
"و الله ي ااحلام سوكى مسخر ه ال فن كل يوم ت طلع ل ك مقابل ه ي ستفزوك في ه و طلعى اهبالك و كلام ك ال بذيئ . ل هي ك ارجعى عيدى ترتيب ك عسى الله ي رجع ك متل قبل . احسن ماظلى مسخر ه ل جمهور و ل لفانين
",P
"و الله ي االله لج استحى ع نفسج
",P
"و الله ي الله الى صنع وا كاظم خلى ي صنع ون ال نجاح ل انفس هم اول و ب ال نسب ه ل ل كويت اكدر احتل ها بس # ب عشيرتى و اخلي هم ي فتر ون بي ها # ب ال بايسكل اف تهمت وا يامحافظ ه رقم # 19
",N
"و الله ي الله شكد مضغوط ين كل ها ت ريد من كاظم ي كول هم سبب نجاحى لاكن هم نس وا ان نجاح كاظم فقط بل عراق و كاظم ي ستاهل
",N
"و الله ي عالم احلام طيب ه و محترم ه عايش ه على ال ني ه شوف ن نسى تفكرساع ه قبل مات تكلم ال اعلام ال بنانين فاشل و قذر و زبال ه و اول هم نظام ال احمدي ه و كل لبنان ت عرف هذا ال شيء احلام جاي ه من صحراء قاحل ه الى انتم ت عرف وا قيم ت ها ل هذى ال صحراء احلام ملك ه ب صرح ت ها وهى انسان ه لازم تقلط ي عنى انتم متكامل ين ما ب تقلط وا اسال وا انفس كم هل نحن مانقلط مستحيل احلام ف نان ه محترم ه و جمهر ها اكبر من الى ي سب و ها انا الى قهرنى انتم ل يش تسب و ها وش دخل كم ب ال حرم ه عند ها عيال ها و زوج ها و مش سال ه علي كم و خل وا ال حمق ات
",P
"و الله ي غار ون منك
",N
